OBJECTID;uuid;deso;kommun;lan;kommunnamn;lannamn;version;Field1;key_0;Deso_1;Station;Boende_totalt_Antal;Antal_Bilar;Bilar_småhus;Bilar_flerbostadshus;Antal_personer_i_småhus;Antal_personer_i_flerbostadshus;Laddpunkter;Kommungrupp_2023;Travel__km_;Travel___;Shape_Length;Shape_Area;max_aadtfordon;sum_Length_KILOMETERS;Polyline_Count;CITY
404;{19A9E0DE-215F-4AFA-89EF-918A908C71E8};1280C2710;1280;12;Malmö;Skåne;2018_v2;514;Malmö;1280C2710;KOCKUM;1434;505;0;505;0;1426;30;Storstäder;22;5;7315.096899;2139886.411;0;0;0;Large
405;{8D519F29-CC12-4DA6-870B-4FE916B31D27};1280C2860;1280;12;Malmö;Skåne;2018_v2;515;Malmö;1280C2860;SEGE;1393;428;0;428;0;1388;25;Storstäder;22;5;1176.69348;64475.40916;0;0;0;Large
406;{3A0E338E-620A-49E8-A7DE-E9A6FBF9B6E5};1280C2850;1280;12;Malmö;Skåne;2018_v2;516;Malmö;1280C2850;KOCKUM;2008;567;145;422;378;1415;34;Storstäder;22;5;2168.053632;262373.0056;0;0;0;Large
407;{DF38998B-3E47-4A42-A42C-593670B28647};1280C2840;1280;12;Malmö;Skåne;2018_v2;517;Malmö;1280C2840;MALMÖ_SJ;1975;508;197;311;639;1298;30;Storstäder;22;5;3322.409798;476779.3856;0;0;0;Large
408;{EBFF5E6E-DFCB-47AD-80C0-ED6AB29BAE79};1263A0020;1263;12;Svedala;Skåne;2018_v2;664;Svedala;1263A0020;VINNEBERG;1777;1050;996;54;1644;0;63;Pendlingskommun nära storstad;29;4;99071.50027;125230733.1;10644;110.0199972;140;No
409;{7F8DCC33-45A7-43E5-BA98-292566652F64};1280C2890;1280;12;Malmö;Skåne;2018_v2;518;Malmö;1280C2890;SEGE;1454;430;0;430;0;1448;25;Storstäder;22;5;1198.952986;70710.58816;0;0;0;Large
410;{7A58D209-7484-43A3-BCEC-003DD450935A};1280C2880;1280;12;Malmö;Skåne;2018_v2;519;Malmö;1280C2880;KOCKUM;4527;1097;2;1095;4;4181;65;Storstäder;22;5;3539.740367;464694.4073;0;0;0;Large
411;{D57456B7-713F-475F-B402-D5F8713155E9};1280C2900;1280;12;Malmö;Skåne;2018_v2;520;Malmö;1280C2900;KOCKUM;2110;387;0;387;0;2031;23;Storstäder;22;5;2052.574031;154687.3938;0;0;0;Large
412;{29F8CA4A-23D2-4AAE-8176-3DDD0D8A37B9};1281B4010;1281;12;Lund;Skåne;2018_v2;274;Lund;1281B4010;VEBERÖD;1676;852;842;10;1601;39;51;Större stad;21;2;8982.216875;4148746.911;1250;1.177635513;5;No
413;{6D06A430-FF2D-40E1-BA9D-52D5ECFD35C7};1280C2870;1280;12;Malmö;Skåne;2018_v2;521;Malmö;1280C2870;KOCKUM;4300;1304;0;1304;0;3671;78;Storstäder;22;5;6991.396573;1476937.334;0;0;0;Large
414;{35A5C1EF-B412-49CB-B3BE-A5A91D3FC152};1265C1010;1265;12;Sjöbo;Skåne;2018_v2;618;Sjöbo;1265C1010;SJÖBO;2469;1395;1133;262;2169;198;83;Pendlingskommun nära större stad;25;3;20184.27964;9313635.967;8459;9.396473376;23;No
415;{CD5BE622-89BF-4BCA-A5D5-36D08E86B030};1265A0020;1265;12;Sjöbo;Skåne;2018_v2;619;Sjöbo;1265A0020;SJÖBO;1061;754;637;117;1018;0;45;Pendlingskommun nära större stad;25;3;36523.97162;32949415.7;2427;17.68764988;8;No
416;{AD8075A0-133F-47F0-9D38-4F8CA30F2DA4};1281B4020;1281;12;Lund;Skåne;2018_v2;275;Lund;1281B4020;VEBERÖD;2088;907;759;148;1636;414;54;Större stad;21;2;8142.352362;2914894.656;2455;2.042821994;3;No
417;{3987B7E6-8405-4A2D-BD05-BBD60C79D80F};1280C2910;1280;12;Malmö;Skåne;2018_v2;522;Malmö;1280C2910;SEGE;2198;584;101;483;286;1689;35;Storstäder;22;5;8617.20875;1902426.884;4500;1.230434611;6;Large
418;{748E1A56-EDF3-4EDF-BB9F-BDE2955D006B};1270A0020;1270;12;Tomelilla;Skåne;2018_v2;710;Tomelilla;1270A0020;TOMELILLA;2111;1349;1213;136;2015;48;80;Pendlingskommun nära mindre tätort;33;5;55458.15933;86768988.87;4377;51.2676812;42;No
419;{C3641EA7-D9B8-4908-9BAC-EA4E7F931EF8};1265C1020;1265;12;Sjöbo;Skåne;2018_v2;620;Sjöbo;1265C1020;SJÖBO;1965;974;713;261;1418;413;58;Pendlingskommun nära större stad;25;3;7282.812818;1314389.65;0;0;0;No
420;{7930AB05-A0B3-49A2-84C7-321A410C4DF6};1230C1030;1230;12;Staffanstorp;Skåne;2018_v2;627;Staffanstorp;1230C1030;STAFFANSTO;2181;997;746;251;1357;552;59;Pendlingskommun nära storstad;29;4;4861.36707;709173.3254;0;0;0;Medium
421;{76882C86-455B-443F-9969-3A9A36645D41};1231C1020;1231;12;Burlöv;Skåne;2018_v2;697;Burlöv;1231C1020;SEGE;2623;922;335;587;760;1706;55;Pendlingskommun nära storstad;29;4;6036.239625;957759.7151;9823;0.792008767;1;No
422;{8E8B7D8C-AEFA-4522-A531-B2614219DB58};1230C1040;1230;12;Staffanstorp;Skåne;2018_v2;628;Staffanstorp;1230C1040;STAFFANSTO;1814;810;499;311;1009;718;48;Pendlingskommun nära storstad;29;4;4442.299155;629475.9641;0;0;0;Medium
423;{3A2DE8EB-3DEB-43F6-B1DB-73818EE97B9A};1291A0040;1291;12;Simrishamn;Skåne;2018_v2;649;Simrishamn;1291A0040;SANKT_OLOF;1300;813;720;93;1281;9;48;Landsbygdskommun med besöksnäring;28;9;43343.02721;53783950.82;4094;26.81409604;21;No
424;{32D5AC83-71C0-445D-815C-0687B811B894};1231C1050;1231;12;Burlöv;Skåne;2018_v2;698;Burlöv;1231C1050;SEGE;2322;710;179;531;379;1908;42;Pendlingskommun nära storstad;29;4;4805.189854;504707.6184;8160;0.918940381;5;No
425;{D0EDD690-5A1C-488F-8E5E-44446F325029};1230C1010;1230;12;Staffanstorp;Skåne;2018_v2;629;Staffanstorp;1230C1010;VINNEBERG;3134;1466;1090;376;1919;1035;87;Pendlingskommun nära storstad;29;4;12625.20284;5822834.313;11000;12.13862274;27;No
426;{442E893F-B6E2-4E5B-A43A-DEDAC9A495E8};1283C1230;1283;12;Helsingborg;Skåne;2018_v2;109;Helsingborg;1283C1230;OLYMPIA;1963;396;6;390;22;1722;23;Större stad;21;2;1747.656537;106076.0624;0;0;0;Large
427;{F6B9AA5E-7CBE-4BA5-9380-A0925ACAA4A3};1283C1240;1283;12;Helsingborg;Skåne;2018_v2;110;Helsingborg;1283C1240;VÄSTHAM;1864;417;6;411;18;1669;25;Större stad;21;2;1675.832592;133154.6794;0;0;0;Large
428;{2C90609F-A86F-49D2-A8F4-A3599BB48BFB};1280C2920;1280;12;Malmö;Skåne;2018_v2;523;Malmö;1280C2920;ÖRESUND;1794;400;10;390;33;1341;24;Storstäder;22;5;16301.99977;13300923.7;8700;1.748694588;5;Large
429;{FF95D9F4-9911-49E5-82B2-67162E3B0D12};1281C1410;1281;12;Lund;Skåne;2018_v2;276;Lund;1281C1410;LUND_VM;1174;348;93;255;274;822;20;Större stad;21;2;3362.672697;516857.1284;923;0.122122981;4;Large
430;{563F74C6-97CF-4C77-86BA-7D6F7B302FC3};1283C1410;1283;12;Helsingborg;Skåne;2018_v2;111;Helsingborg;1283C1410;OLYMPIA;1971;784;0;784;0;1964;47;Större stad;21;2;2061.060151;238802.7581;0;0;0;Large
431;{27435EE7-967C-4B5B-AABD-6DE7BFF2323C};1283C1370;1283;12;Helsingborg;Skåne;2018_v2;112;Helsingborg;1283C1370;OLYMPIA;1970;668;120;548;226;1733;40;Större stad;21;2;5714.210008;1057021.5;0;0;0;Large
432;{DE0C723B-55C0-406F-9F31-627DE47BD5FC};1272B3010;1272;12;Bromölla;Skåne;2018_v2;95;Bromölla;1272B3010;NYMÖLLA;1311;828;744;84;1237;25;49;Pendlingskommun nära större stad;25;3;23404.34637;22797781.92;3662;15.28174716;24;No
433;{6CAC0C70-4993-4D0B-A06B-46B9C9AC5A22};1290B6010;1290;12;Kristianstad;Skåne;2018_v2;194;Kristianstad;1290B6010;TORSEBRO;1518;783;737;46;1427;68;46;Större stad;21;2;13761.37235;10219418.92;7658;21.3233116;49;No
434;{C21C826C-82F9-4D5A-8F7A-5F5B60BF5899};1281B4030;1281;12;Lund;Skåne;2018_v2;277;Lund;1281B4030;VEBERÖD;1951;951;918;33;1817;94;57;Större stad;21;2;10868.00674;4999605.161;4081;9.732993292;13;No
435;{144838DE-62CA-44FE-8A75-E49A472B1669};1231C1040;1231;12;Burlöv;Skåne;2018_v2;699;Burlöv;1231C1040;SEGE;2156;814;529;285;1024;1017;48;Pendlingskommun nära storstad;29;4;19257.65314;10283148.79;27030;36.4414059;86;No
436;{087DBCCE-6787-46BF-AFD3-7634B6AA8695};1283C1500;1283;12;Helsingborg;Skåne;2018_v2;113;Helsingborg;1283C1500;OLYMPIA;1993;627;27;600;76;1853;37;Större stad;21;2;3571.033762;351962.4892;0;0;0;Large
437;{6F463695-7B71-4DED-BD45-1EC435D13591};1283C1490;1283;12;Helsingborg;Skåne;2018_v2;114;Helsingborg;1283C1490;OLYMPIA;2231;693;205;488;430;1528;41;Större stad;21;2;5660.00675;1244108.988;0;0;0;Large
438;{34C6CE9A-31B5-49CB-93F5-DB7116E24E7D};1272C1010;1272;12;Bromölla;Skåne;2018_v2;96;Bromölla;1272C1010;IVÖ;2664;1277;773;504;1572;915;76;Pendlingskommun nära större stad;25;3;20305.96414;11942954.76;8645;23.04691755;37;No
439;{216254A8-C8E3-43BE-9BE4-9C0E8F920914};1265C1030;1265;12;Sjöbo;Skåne;2018_v2;621;Sjöbo;1265C1030;SJÖBO;2048;1093;886;207;1619;224;65;Pendlingskommun nära större stad;25;3;13101.54478;5882092.478;1919;1.19128623;4;No
440;{D11B3B85-E109-4AB7-8920-80C495AA7F05};1265C1040;1265;12;Sjöbo;Skåne;2018_v2;622;Sjöbo;1265C1040;SJÖBO;2225;1050;558;492;1087;919;63;Pendlingskommun nära större stad;25;3;15245.38078;5765428.55;7609;10.78893113;31;No
441;{E8C1C185-A7A0-4BF3-8886-294F06936934};1231C1060;1231;12;Burlöv;Skåne;2018_v2;700;Burlöv;1231C1060;ÖRESUND;1748;743;526;217;953;736;44;Pendlingskommun nära storstad;29;4;8827.288049;1398761.488;8700;2.964625499;16;No
442;{908F752C-9EDF-4173-86BF-67BB568C6863};1230C1050;1230;12;Staffanstorp;Skåne;2018_v2;630;Staffanstorp;1230C1050;STAFFANSTO;2667;1266;861;405;1724;788;75;Pendlingskommun nära storstad;29;4;6125.566897;1187778.369;4962;0.939904347;16;Medium
443;{18DD067A-EC0B-423C-9B2F-978137DD3322};1230C1060;1230;12;Staffanstorp;Skåne;2018_v2;631;Staffanstorp;1230C1060;STAFFANSTO;1958;968;815;153;1549;295;58;Pendlingskommun nära storstad;29;4;5022.605778;1027865.554;0;0;0;Medium
444;{864FD64A-B49F-447F-A02E-93CB2D5688FB};1230C1020;1230;12;Staffanstorp;Skåne;2018_v2;632;Staffanstorp;1230C1020;STAFFANSTO;2452;1252;1289;-37;2338;65;75;Pendlingskommun nära storstad;29;4;11905.5695;4733821.054;9051;7.612666699;21;Medium
445;{8DD5B99A-EEFF-4F32-9ED1-607CF1612B22};1281C1290;1281;12;Lund;Skåne;2018_v2;278;Lund;1281C1290;LUND_ÖM;1604;560;178;382;415;1147;33;Större stad;21;2;3749.903847;543991.0161;10445;1.364685619;2;Large
446;{96B3739B-C301-42C1-9260-AB38732FCB38};1281C1300;1281;12;Lund;Skåne;2018_v2;279;Lund;1281C1300;LUND_VM;1085;319;135;184;416;658;19;Större stad;21;2;2357.700744;234385.6092;0;0;0;Large
447;{6553F0FF-FF58-4FBC-84ED-F5D3B6FFBFF5};1281A0020;1281;12;Lund;Skåne;2018_v2;280;Lund;1281A0020;ÖNNESLÖV;2416;1424;1402;22;2355;8;85;Större stad;21;2;107614.1329;140930264.7;14717;96.98108963;83;No
448;{5FDD34A9-F012-4107-ABA7-DFA9C441C382};1231C1070;1231;12;Burlöv;Skåne;2018_v2;701;Burlöv;1231C1070;SEGE;1449;558;357;201;768;651;33;Pendlingskommun nära storstad;29;4;12273.24103;1517501.838;7800;4.356418084;29;No
449;{9D2158A3-D178-4E95-B259-11EBCE667548};1230C1080;1230;12;Staffanstorp;Skåne;2018_v2;633;Staffanstorp;1230C1080;STAFFANSTO;2033;879;586;293;1156;858;52;Pendlingskommun nära storstad;29;4;6984.94728;1098353.974;544;0.437190808;2;Medium
450;{3750F191-3575-4163-83EC-764C00F3ABAE};1231C1080;1231;12;Burlöv;Skåne;2018_v2;702;Burlöv;1231C1080;SEGE;2137;937;771;166;1585;486;56;Pendlingskommun nära storstad;29;4;5219.993824;1161958.819;11798;4.477593138;20;No
451;{284C4003-55AB-4F59-AB95-B4410EF94F38};1281B3010;1281;12;Lund;Skåne;2018_v2;281;Lund;1281B3010;ÖNNESLÖV;1576;595;539;56;1203;328;35;Större stad;21;2;12293.96429;5876058.622;8004;13.1441636;43;No
452;{100B7C65-5836-43FE-BEEC-7C7EB7188780};1231C1090;1231;12;Burlöv;Skåne;2018_v2;703;Burlöv;1231C1090;STAFFANSTO;2195;981;984;-3;2072;0;58;Pendlingskommun nära storstad;29;4;8550.914183;2192367.237;10481;7.044652674;14;No
453;{CAA77BE3-0DB1-4AB3-BE23-230FC128EE53};1230C1070;1230;12;Staffanstorp;Skåne;2018_v2;634;Staffanstorp;1230C1070;STAFFANSTO;1894;968;951;17;1857;3;58;Pendlingskommun nära storstad;29;4;15477.40115;9529909.766;10264;15.6976541;46;Medium
454;{54D10400-C6D1-47B2-BA54-5750C383F31A};1291A0050;1291;12;Simrishamn;Skåne;2018_v2;650;Simrishamn;1291A0050;SANKT_OLOF;1142;644;541;103;1046;72;38;Landsbygdskommun med besöksnäring;28;9;35376.15083;36473210.75;1383;19.50737267;14;No
455;{44A327D1-5B16-4056-9178-D82F863538F7};1231C1100;1231;12;Burlöv;Skåne;2018_v2;704;Burlöv;1231C1100;SEGE;2133;996;1018;-22;2076;23;59;Pendlingskommun nära storstad;29;4;4153.624495;936106.6344;3488;0.899970238;5;No
456;{F5E7E463-90C8-464B-BE03-9A0B92FA05CF};1281B3020;1281;12;Lund;Skåne;2018_v2;282;Lund;1281B3020;ÖNNESLÖV;2038;864;680;184;1574;382;51;Större stad;21;2;5027.51408;1057601.206;0;0;0;No
457;{BB7DD8C4-2A6A-4F0A-8DD4-F298D2B05382};1281C1260;1281;12;Lund;Skåne;2018_v2;283;Lund;1281C1260;LUND_SM;1938;373;36;337;170;1116;22;Större stad;21;2;2193.00677;262392.9775;0;0;0;Large
458;{BFD6EFDF-4DC1-490E-A9AF-3FC45BC4FC04};1281C1310;1281;12;Lund;Skåne;2018_v2;284;Lund;1281C1310;LUND_VM;1053;331;3;328;9;914;19;Större stad;21;2;1587.077278;129166.6922;0;0;0;Large
459;{6C8F82D3-77FB-4D9B-A54D-11B259F74F02};1281C1320;1281;12;Lund;Skåne;2018_v2;285;Lund;1281C1320;LUND_VM;1958;607;0;607;0;1779;36;Större stad;21;2;1945.619794;200857.2096;0;0;0;Large
460;{CD5B8ED8-519C-4EA6-BA19-673A64F47AA4};1281C1360;1281;12;Lund;Skåne;2018_v2;286;Lund;1281C1360;LUND_VM;1589;312;2;310;7;1031;18;Större stad;21;2;1646.843227;134434.227;0;0;0;Large
461;{AA777EFF-A2A9-44DF-9C3E-E538B97ECAC7};1281C1350;1281;12;Lund;Skåne;2018_v2;287;Lund;1281C1350;LUND_VM;1691;167;0;167;0;130;10;Större stad;21;2;1419.855765;106312.0173;0;0;0;Large
462;{EC7C5A75-AEE7-4184-9558-B28315F49908};1262C1020;1262;12;Lomma;Skåne;2018_v2;712;Lomma;1262C1020;ÖRESUND;1798;846;889;-43;1770;10;50;Pendlingskommun nära storstad;29;4;4952.694826;1238015.366;2001;1.656633577;1;No
463;{724F280F-6F24-458E-810C-B66A85852B7B};1262C1010;1262;12;Lomma;Skåne;2018_v2;713;Lomma;1262C1010;OLJEHAMNEN;1684;690;579;111;1353;114;41;Pendlingskommun nära storstad;29;4;17981.89345;9603863.449;16111;15.45090427;36;No
464;{E5B3B24B-E62B-4523-9675-407FEC098660};1230B2010;1230;12;Staffanstorp;Skåne;2018_v2;635;Staffanstorp;1230B2010;STAFFANSTO;2688;1116;1126;-10;2490;74;66;Pendlingskommun nära storstad;29;4;9056.468868;2493657.59;3337;2.414951615;12;No
465;{B67A7E79-AA3C-4717-95DE-2315A18DBFB8};1262C1030;1262;12;Lomma;Skåne;2018_v2;714;Lomma;1262C1030;ÖRESUND;1749;775;344;431;713;780;46;Pendlingskommun nära storstad;29;4;7265.869919;2440401.171;0;0;0;No
466;{4362F5ED-448C-40A8-9563-8B115879AE51};1281C1210;1281;12;Lund;Skåne;2018_v2;288;Lund;1281C1210;LUND_VM;1418;385;30;355;88;1273;23;Större stad;21;2;2792.438298;336645.0283;0;0;0;Large
467;{5AE076AD-31F0-484B-87AE-80EFB7F4AF45};1262C1040;1262;12;Lomma;Skåne;2018_v2;715;Lomma;1262C1040;ÖRESUND;1902;823;722;101;1493;402;49;Pendlingskommun nära storstad;29;4;3616.96185;700134.9599;0;0;0;No
468;{76F42E9F-C305-48A9-BE51-1AC581270E7F};1281B3030;1281;12;Lund;Skåne;2018_v2;289;Lund;1281B3030;ÖNNESLÖV;1427;593;533;60;1163;264;35;Större stad;21;2;10337.0742;3268528.145;687;1.333961635;2;No
469;{47896F25-D97E-46F7-96A8-2F2FD149AC30};1281C1120;1281;12;Lund;Skåne;2018_v2;290;Lund;1281C1120;LUND_SM;2002;110;5;105;95;324;6;Större stad;21;2;1690.261891;126634.7135;0;0;0;Large
470;{2F20B918-9F81-4CAF-815E-8033C40C883B};1281C1090;1281;12;Lund;Skåne;2018_v2;291;Lund;1281C1090;LUND_SM;1362;328;139;189;510;376;19;Större stad;21;2;2877.115406;427430.8641;1612;0.096445054;1;Large
471;{5F0D6079-D1A4-436E-B95F-C2200D6F5E20};1281C1170;1281;12;Lund;Skåne;2018_v2;292;Lund;1281C1170;LUND_SM;1192;251;9;242;40;879;15;Större stad;21;2;1467.771997;100977.1104;0;0;0;Large
472;{0A1B1680-136D-4B44-A900-09D257D6C0BF};1291A0060;1291;12;Simrishamn;Skåne;2018_v2;651;Simrishamn;1291A0060;SANKT_OLOF;973;585;431;154;788;114;35;Landsbygdskommun med besöksnäring;28;9;26589.09214;34629731.36;3719;26.36212518;36;No
473;{860C27C6-0322-459D-B51D-A6D5005C8A68};1292C1030;1292;12;Ängelholm;Skåne;2018_v2;31;Ängelholm;1292C1030;ÄNGELHO;2126;807;61;746;135;1891;48;Pendlingskommun nära större stad;25;3;2292.380435;318973.5964;0;0;0;Medium
474;{C9C513C2-E6CE-4CDF-AE43-32EF786D41A7};1281B3040;1281;12;Lund;Skåne;2018_v2;293;Lund;1281B3040;ÖNNESLÖV;1966;947;872;75;1761;197;56;Större stad;21;2;7455.60645;3042858.622;11070;5.135835714;26;No
475;{C944E6ED-940C-4327-AFAB-9E075A4837AC};1230A0010;1230;12;Staffanstorp;Skåne;2018_v2;636;Staffanstorp;1230A0010;VINNEBERG;2086;1164;1194;-30;1934;46;69;Pendlingskommun nära storstad;29;4;76121.72746;64293409.27;23689;83.49981479;95;No
476;{2761A18F-3DCE-4343-965F-0CF6D10343FF};1262C1050;1262;12;Lomma;Skåne;2018_v2;716;Lomma;1262C1050;OLJEHAMNEN;2536;1184;390;794;636;1850;71;Pendlingskommun nära storstad;29;4;5076.394186;999465.132;0;0;0;No
477;{3BF64BA3-2CDD-485D-B1D3-3660A6FBCE41};1262C1060;1262;12;Lomma;Skåne;2018_v2;717;Lomma;1262C1060;LUNDS_HVC;2201;908;772;136;1545;634;54;Pendlingskommun nära storstad;29;4;3282.670088;640680.7932;0;0;0;No
478;{0D5B7804-D05B-418F-B7EC-EC9D547B8246};1281C1020;1281;12;Lund;Skåne;2018_v2;294;Lund;1281C1020;LUND_SM;2124;619;252;367;638;1398;37;Större stad;21;2;7231.651487;1500414.992;15801;1.523342017;13;Large
479;{4335A5E7-F285-4EE8-8A67-694AE12E79F4};1230B2020;1230;12;Staffanstorp;Skåne;2018_v2;637;Staffanstorp;1230B2020;LUND_SM;3028;1196;1258;-62;2809;144;71;Pendlingskommun nära storstad;29;4;16948.72311;6417201.087;15799;15.71701634;32;No
480;{63AD77BA-E054-4777-84B3-A7BFE3856FB1};1281C1030;1281;12;Lund;Skåne;2018_v2;295;Lund;1281C1030;LUND_SM;3200;912;510;402;1437;1532;54;Större stad;21;2;12745.57591;5274799.306;22210;7.014825349;30;Large
481;{2B19B96A-D331-47FE-87CE-43545C386CD6};1281C1100;1281;12;Lund;Skåne;2018_v2;296;Lund;1281C1100;LUND_SM;1926;563;27;536;81;1825;33;Större stad;21;2;2144.769068;190190.9473;0;0;0;Large
482;{C18DCD21-422F-4102-9379-76007DE71BAE};1281C1080;1281;12;Lund;Skåne;2018_v2;297;Lund;1281C1080;LUND_SM;2203;470;51;419;176;1840;28;Större stad;21;2;2892.767969;338872.6961;6251;1.666912209;6;Large
483;{F9854962-5192-4180-BEA4-5379E16D2B19};1281C1070;1281;12;Lund;Skåne;2018_v2;298;Lund;1281C1070;LUND_VM;2582;611;1;610;3;2305;36;Större stad;21;2;3556.110594;433735.0496;0;0;0;Large
484;{BC671335-35D2-4E8E-8103-798EEC568404};1265A0030;1265;12;Sjöbo;Skåne;2018_v2;623;Sjöbo;1265A0030;SJÖBO;1729;1117;1028;89;1679;16;67;Pendlingskommun nära större stad;25;3;63106.72498;90917676.64;4761;81.53243246;55;No
485;{5911EF17-DA99-4D1F-AD7D-25B8C7F9F115};1281C1130;1281;12;Lund;Skåne;2018_v2;299;Lund;1281C1130;LUND_SM;1471;294;37;257;168;1189;17;Större stad;21;2;1681.635302;89957.64062;0;0;0;Large
486;{5EE1C943-0276-41D2-8427-5AAF2E625A77};1281C1540;1281;12;Lund;Skåne;2018_v2;300;Lund;1281C1540;BRUNNSHÖG;1620;475;142;333;354;1184;28;Större stad;21;2;6889.946617;1928777.474;0;0;0;Large
487;{68381C44-C164-40DD-BDF9-35B390AED3D4};1262C1070;1262;12;Lomma;Skåne;2018_v2;718;Lomma;1262C1070;LUNDS_HVC;2328;1051;722;329;1411;812;63;Pendlingskommun nära storstad;29;4;18267.06217;9001607.479;19890;16.78725111;65;No
488;{29E89982-1A26-49F0-A62A-3EC48AFA4D1E};1281C1150;1281;12;Lund;Skåne;2018_v2;301;Lund;1281C1150;LUND_VM;1638;446;35;411;101;1421;26;Större stad;21;2;2600.239252;370229.5838;0;0;0;Large
489;{690A14E7-23B5-4328-B9AF-48396D1F8BE4};1281C1140;1281;12;Lund;Skåne;2018_v2;302;Lund;1281C1140;LUND_SM;1635;636;405;231;876;753;38;Större stad;21;2;3587.616;626589.9727;0;0;0;Large
490;{26A50BE4-CC60-474C-8A5B-39E7FC5EA5C2};1281C1110;1281;12;Lund;Skåne;2018_v2;303;Lund;1281C1110;LUND_VM;2016;564;204;360;628;1377;33;Större stad;21;2;4646.122478;1005286.916;0;0;0;Large
491;{D1353686-6766-4788-8EC5-3EFB6A3662FD};1281B2010;1281;12;Lund;Skåne;2018_v2;304;Lund;1281B2010;SANDBY;1957;997;1012;-15;1952;0;59;Större stad;21;2;8698.161165;3705627.684;3119;1.754096246;2;No
492;{78CCD6E3-6FDC-4EBB-821F-C7E7AD5D5CAE};1281C1340;1281;12;Lund;Skåne;2018_v2;305;Lund;1281C1340;LUND_ÖM;1529;446;308;138;946;379;26;Större stad;21;2;3785.633467;580686.7179;0;0;0;Large
493;{00F46008-59EC-4809-8D85-E76EFCE7B47B};1281C1280;1281;12;Lund;Skåne;2018_v2;306;Lund;1281C1280;LUND_SM;1909;443;182;261;744;445;26;Större stad;21;2;4925.942154;1091279.615;0;0;0;Large
494;{5356C6A6-97B8-4BEC-BD09-C56C4C091B88};1281C1380;1281;12;Lund;Skåne;2018_v2;307;Lund;1281C1380;LUND_VM;1717;452;76;376;232;1436;27;Större stad;21;2;2501.359912;271859.257;0;0;0;Large
495;{E5955166-143C-4F1D-8EC3-7C5660283AD7};1281C1370;1281;12;Lund;Skåne;2018_v2;308;Lund;1281C1370;LUND_ÖM;2280;221;1;220;8;1058;13;Större stad;21;2;4688.568107;1187484.269;13575;0.657201004;5;Large
496;{A1969754-B366-4096-A200-AE9C23FC1586};1281C1390;1281;12;Lund;Skåne;2018_v2;309;Lund;1281C1390;LUND_ÖM;1657;512;173;339;437;1065;30;Större stad;21;2;4733.285146;592253.1348;2439;0.319295611;2;Large
497;{1E0B8F89-38BE-4698-8F00-D3A07C9B4CFD};1281C1400;1281;12;Lund;Skåne;2018_v2;310;Lund;1281C1400;LUND_VM;1765;549;313;236;911;817;32;Större stad;21;2;4095.709189;823207.0147;7006;1.077159666;2;Large
498;{ED8B4BB1-8E26-4802-9255-B594A3DF6FB2};1281C1420;1281;12;Lund;Skåne;2018_v2;311;Lund;1281C1420;LUND_ÖM;1165;283;35;248;122;944;16;Större stad;21;2;3442.630744;485104.4325;12700;0.558996789;6;Large
499;{FF391FC0-731E-4EF2-B6E5-DCA39D2B248B};1281C1330;1281;12;Lund;Skåne;2018_v2;312;Lund;1281C1330;LUND_VM;1452;487;169;318;382;1012;29;Större stad;21;2;11011.92878;3196978.829;10000;10.54542362;53;Large
500;{F8850A04-1B10-4ED6-B2C2-B93EDB6990A7};1262C1080;1262;12;Lomma;Skåne;2018_v2;719;Lomma;1262C1080;BORGEBY;1692;811;836;-25;1647;23;48;Pendlingskommun nära storstad;29;4;7927.103241;1829502.206;0;0;0;No
501;{7B1701B0-D9EB-4AF5-85CC-F931B6A62657};1281C1440;1281;12;Lund;Skåne;2018_v2;313;Lund;1281C1440;LUND_ÖM;1838;48;0;48;0;0;2;Större stad;21;2;2132.198607;273032.9988;13757;0.613098937;3;Large
502;{9D7BD2A0-DFED-4938-AD7D-3A7DCC88B7D5};1281C1450;1281;12;Lund;Skåne;2018_v2;314;Lund;1281C1450;LUND_ÖM;1486;12;0;12;0;0;0;Större stad;21;2;1462.23288;112345.9937;12700;0.281210899;7;Large
503;{48731409-2A58-41B6-9C2A-4788B72CD3CB};1265A0060;1265;12;Sjöbo;Skåne;2018_v2;624;Sjöbo;1265A0060;SJÖBO;1164;690;635;55;1097;22;41;Pendlingskommun nära större stad;25;3;57593.82625;73934253.04;3634;46.99038377;28;No
504;{3AB049CD-A3D7-4482-A10F-CC274D68F902};1261C1070;1261;12;Kävlinge;Skåne;2018_v2;724;Kävlinge;1261C1070;FURULUND;1694;644;242;402;499;1183;38;Pendlingskommun nära storstad;29;4;3658.648943;500337.3563;4355;0.81609027;6;No
505;{FB6C2EEF-5F7E-464C-BDEF-1FC11ABBEA7C};1281B2020;1281;12;Lund;Skåne;2018_v2;315;Lund;1281B2020;SANDBY;1207;598;597;1;1203;0;35;Större stad;21;2;9688.16306;4348155.133;1901;3.345694512;9;No
506;{C11B555C-50DA-46E9-90DB-B860F873F4DC};1281C1460;1281;12;Lund;Skåne;2018_v2;316;Lund;1281C1460;LUNDS_HVC;1903;665;349;316;845;957;39;Större stad;21;2;7080.711474;1552367.96;6919;4.728308411;19;Large
507;{58C3AE5B-F68B-49B0-97AF-2485806FC94F};1281C1490;1281;12;Lund;Skåne;2018_v2;317;Lund;1281C1490;LUND_ÖM;1660;580;507;73;1490;0;34;Större stad;21;2;3637.905749;556879.1177;0;0;0;Large
